ID;NOM_COUV;COMP1;COMP2;COMP3
57412;Longeville-lès-Metz;200039865;D57;R44
57413;Longeville-lès-Saint-Avold;245700133;D57;R44
57414;Lorquin;200068146;D57;R44
57415;Lorry-lès-Metz;200039865;D57;R44
57416;Lorry-Mardigny;200039865;D57;R44
57417;Lostroff;245701206;D57;R44
57418;Loudrefing;245701206;D57;R44
57419;Loupershouse;200070746;D57;R44
57421;Loutzviller;200069441;D57;R44
57422;Louvigny;200039907;D57;R44
57423;Lubécourt;245701206;D57;R44
57424;Lucy;245701206;D57;R44
57425;Luppy;200039907;D57;R44
57426;Luttange;245701354;D57;R44
57427;Lutzelbourg;245700950;D57;R44
57428;Macheren;200067502;D57;R44
57430;Mainvillers;245700133;D57;R44
57431;Maizeroy;200067957;D57;R44
57433;Maizières-lès-Metz;200039949;D57;R44
57434;Maizières-lès-Vic;245701206;D57;R44
57436;Malaucourt-sur-Seille;245701206;D57;R44
57437;Malling;245701354;D57;R44
57438;Malroy;200039949;D57;R44
57439;Manderen-Ritzing;200067486;D57;R44
57440;Manhoué;245701206;D57;R44
57441;Manom;245701362;D57;R44
57442;Many;245700133;D57;R44
57443;Marange-Silvange;245701271;D57;R44
57444;Marange-Zondrange;245700133;D57;R44
57445;Marieulles;200039865;D57;R44
57446;Marimont-lès-Bénestroff;245701206;D57;R44
57447;Marly;200039865;D57;R44
57448;Marsal;245701206;D57;R44
57449;Marsilly;200067957;D57;R44
57451;Marthille;245701206;D57;R44
57452;La Maxe;200039865;D57;R44
57453;Maxstadt;200067502;D57;R44
57454;Mécleuves;200039865;D57;R44
57455;Mégange;200067650;D57;R44
57456;Meisenthal;200069441;D57;R44
57457;Menskirch;200067486;D57;R44
57459;Merschweiller;200067486;D57;R44
57460;Merten;200067650;D57;R44
57461;Métairies-Saint-Quirin;200068146;D57;R44
57462;Metting;245700950;D57;R44
57463;Metz;200039865;D57;R44
57464;Metzeresche;245701354;D57;R44
57465;Metzervisse;245701354;D57;R44
57466;Metzing;245700372;D57;R44
57467;Mey;200039865;D57;R44
57468;Mittelbronn;245700950;D57;R44
57469;Mittersheim;200068146;D57;R44
57470;Molring;245701206;D57;R44
57471;Momerstroff;200067650;D57;R44
57472;Moncheux;200039907;D57;R44
57473;Moncourt;245701206;D57;R44
57474;Mondelange;200039949;D57;R44
57475;Mondorff;245700695;D57;R44
57476;Monneren;245701354;D57;R44
57477;Montbronn;200069441;D57;R44
57478;Montdidier;245701206;D57;R44
57479;Montenach;200067486;D57;R44
57480;Montigny-lès-Metz;200039865;D57;R44
57481;Montois-la-Montagne;245701271;D57;R44
57482;Ogy-Montoy-Flanville;200067957;D57;R44
57483;Morhange;200067502;D57;R44
57484;Morsbach;245700372;D57;R44
57485;Morville-lès-Vic;245701206;D57;R44
57486;Morville-sur-Nied;245701206;D57;R44
57487;Moulins-lès-Metz;200039865;D57;R44
57488;Moussey;200068146;D57;R44
57489;Mouterhouse;200069441;D57;R44
57490;Moyenvic;245701206;D57;R44
57491;Moyeuvre-Grande;245701271;D57;R44
57492;Moyeuvre-Petite;245701271;D57;R44
57493;Mulcey;245701206;D57;R44
57494;Munster;245701206;D57;R44
57495;Narbéfontaine;200067650;D57;R44
57496;Nébing;245701206;D57;R44
57497;Nelling;200070746;D57;R44
57498;Neufchef;245701222;D57;R44
57499;Neufgrange;200070746;D57;R44
57500;Neufmoulins;200068146;D57;R44
57501;Neufvillage;245701206;D57;R44
57502;Neunkirchen-lès-Bouzonville;200067486;D57;R44
57504;Niderhoff;200068146;D57;R44
57505;Niderviller;200068146;D57;R44
57506;Niederstinzel;200068146;D57;R44
57507;Niedervisse;200067650;D57;R44
57508;Nilvange;245701222;D57;R44
57509;Nitting;200068146;D57;R44
57510;Noisseville;200039865;D57;R44
57511;Norroy-le-Veneur;200039949;D57;R44
57512;Nouilly;200039865;D57;R44
57513;Nousseviller-lès-Bitche;200069441;D57;R44
57514;Nousseviller-Saint-Nabor;245700372;D57;R44
57515;Novéant-sur-Moselle;200070738;D57;R44
57516;Oberdorff;200067650;D57;R44
57517;Obergailbach;200069441;D57;R44
57518;Oberstinzel;200068146;D57;R44
57519;Obervisse;200067650;D57;R44
57520;Obreck;245701206;D57;R44
57521;Œting;245700372;D57;R44
57524;Ommeray;245701206;D57;R44
57525;Oriocourt;245701206;D57;R44
57526;Ormersviller;200069441;D57;R44
57527;Orny;200039907;D57;R44
57528;Oron;245701206;D57;R44
57529;Ottange;245701404;D57;R44
57530;Ottonville;200067650;D57;R44
57531;Oudrenne;245701354;D57;R44
57532;Pagny-lès-Goin;200039907;D57;R44
57533;Pange;200067957;D57;R44
57534;Peltre;200039865;D57;R44
57535;Petit-Réderching;200069441;D57;R44
57536;Petit-Tenquin;200067502;D57;R44
57537;Petite-Rosselle;245700372;D57;R44
57538;Pettoncourt;245701206;D57;R44
57539;Pévange;245701206;D57;R44
57540;Phalsbourg;245700950;D57;R44
57541;Philippsbourg;200069441;D57;R44
57542;Piblange;200067650;D57;R44
57543;Pierrevillers;245701271;D57;R44
57544;Plaine-de-Walsch;200068146;D57;R44
57545;Plappeville;200039865;D57;R44
57546;Plesnois;200039949;D57;R44
57547;Pommérieux;200039907;D57;R44
57548;Pontoy;200039907;D57;R44
57549;Pontpierre;245700133;D57;R44
57550;Porcelette;200067502;D57;R44
57551;Postroff;200068146;D57;R44
57552;Pouilly;200039865;D57;R44
57553;Pournoy-la-Chétive;200039865;D57;R44
57554;Pournoy-la-Grasse;200039907;D57;R44
57555;Prévocourt;245701206;D57;R44
57556;Puttelange-aux-Lacs;200070746;D57;R44
57557;Puttelange-lès-Thionville;245700695;D57;R44
57558;Puttigny;245701206;D57;R44
57559;Puzieux;245701206;D57;R44
57560;Racrange;200067502;D57;R44
57561;Rahling;200069441;D57;R44
57562;Ranguevaux;245701222;D57;R44
57563;Raville;200067957;D57;R44
57564;Réchicourt-le-Château;200068146;D57;R44
57565;Rédange;245701404;D57;R44
57566;Réding;200068146;D57;R44
57567;Rémelfang;200067486;D57;R44
57568;Rémelfing;200070746;D57;R44
57569;Rémeling;200067486;D57;R44
57570;Rémering;200067650;D57;R44
57571;Rémering-lès-Puttelange;200070746;D57;R44
57572;Rémilly;200039907;D57;R44
57573;Réning;245701206;D57;R44
57574;Basse-Rentgen;245700695;D57;R44
57575;Retonfey;200067957;D57;R44
57576;Rettel;200067486;D57;R44
57577;Reyersviller;200069441;D57;R44
57578;Rezonville-Vionville;200070738;D57;R44
57579;Rhodes;200068146;D57;R44
57580;Riche;245701206;D57;R44
57581;Richeling;200070746;D57;R44
57582;Richemont;200039949;D57;R44
57583;Richeval;200068146;D57;R44
57584;Rimling;200069441;D57;R44
57586;Rochonvillers;245701362;D57;R44
57587;Rodalbe;245701206;D57;R44
57588;Rodemack;245700695;D57;R44
57589;Rohrbach-lès-Bitche;200069441;D57;R44
57590;Rolbing;200069441;D57;R44
57591;Rombas;245701271;D57;R44
57592;Romelfing;200068146;D57;R44
57593;Roncourt;200039865;D57;R44
57594;Roppeviller;200069441;D57;R44
57595;Rorbach-lès-Dieuze;245701206;D57;R44
57596;Rosbruck;245700372;D57;R44
57597;Rosselange;245701271;D57;R44
57598;Rouhling;200070746;D57;R44
57599;Roupeldange;200067650;D57;R44
57600;Roussy-le-Village;245700695;D57;R44
57601;Rozérieulles;200039865;D57;R44
57602;Rurange-lès-Thionville;245701354;D57;R44
57603;Russange;245701404;D57;R44
57604;Rustroff;200067486;D57;R44
57605;Sailly-Achâtel;200039907;D57;R44
57606;Saint-Avold;200067502;D57;R44
57607;Sainte-Barbe;200067957;D57;R44
57609;Saint-Epvre;245701206;D57;R44
57610;Saint-François-Lacroix;200067486;D57;R44
57611;Saint-Georges;200068146;D57;R44
57612;Saint-Hubert;200067957;D57;R44
57613;Saint-Jean-de-Bassel;200068146;D57;R44
57614;Saint-Jean-Kourtzerode;245700950;D57;R44
57615;Saint-Jean-Rohrbach;200070746;D57;R44
57616;Saint-Julien-lès-Metz;200039865;D57;R44
57617;Saint-Jure;200039907;D57;R44
57618;Saint-Louis;245700950;D57;R44
57619;Saint-Louis-lès-Bitche;200069441;D57;R44
57620;Sainte-Marie-aux-Chênes;245701271;D57;R44
57621;Saint-Médard;245701206;D57;R44
57622;Saint-Privat-la-Montagne;200039865;D57;R44
57623;Saint-Quirin;200068146;D57;R44
57624;Sainte-Ruffine;200039865;D57;R44
57625;Salonnes;245701206;D57;R44
57626;Sanry-lès-Vigy;200067957;D57;R44
57627;Sanry-sur-Nied;200067957;D57;R44
57628;Sarralbe;200070746;D57;R44
57629;Sarraltroff;200068146;D57;R44
57630;Sarrebourg;200068146;D57;R44
57631;Sarreguemines;200070746;D57;R44
57633;Sarreinsming;200070746;D57;R44
57634;Saulny;200039865;D57;R44
57635;Schalbach;200068146;D57;R44
57636;Schmittviller;200069441;D57;R44
57637;Schneckenbusch;200068146;D57;R44
57638;Schœneck;245700372;D57;R44
57639;Schorbach;200069441;D57;R44
57640;Schwerdorff;200067486;D57;R44
57641;Schweyen;200069441;D57;R44
57642;Scy-Chazelles;200039865;D57;R44
57643;Secourt;200039907;D57;R44
57644;Seingbouse;245700398;D57;R44
57645;Semécourt;200039949;D57;R44
57647;Serémange-Erzange;245701222;D57;R44
57648;Servigny-lès-Raville;200067957;D57;R44
57649;Servigny-lès-Sainte-Barbe;200067957;D57;R44
57650;Sierck-les-Bains;200067486;D57;R44
57651;Siersthal;200069441;D57;R44
57652;Sillegny;200039907;D57;R44
57653;Silly-en-Saulnois;200039907;D57;R44
57654;Silly-sur-Nied;200067957;D57;R44
57655;Solgne;200039907;D57;R44
57656;Sorbey;200067957;D57;R44
57657;Sotzeling;245701206;D57;R44
57658;Soucht;200069441;D57;R44
57659;Spicheren;245700372;D57;R44
57660;Stiring-Wendel;245700372;D57;R44
57661;Sturzelbronn;200069441;D57;R44
57662;Suisse;200067502;D57;R44
57663;Talange;200039949;D57;R44
57664;Tarquimpol;245701206;D57;R44
57665;Tenteling;245700372;D57;R44
57666;Terville;245701362;D57;R44
57667;Téterchen;200067650;D57;R44
57668;Teting-sur-Nied;245700133;D57;R44
57669;Théding;245700372;D57;R44
57670;Thicourt;245700133;D57;R44
57671;Thimonville;200039907;D57;R44
57672;Thionville;245701362;D57;R44
57673;Thonville;245700133;D57;R44
57674;Tincry;245701206;D57;R44
57675;Torcheville;245701206;D57;R44
57676;Tragny;200039907;D57;R44
57677;Trémery;200039949;D57;R44
57678;Tressange;245701362;D57;R44
57679;Tritteling-Redlach;245700133;D57;R44
57680;Troisfontaines;200068146;D57;R44
57681;Tromborn;200067650;D57;R44
57682;Turquestein-Blancrupt;200068146;D57;R44
57683;Uckange;245701222;D57;R44
57684;Vahl-Ebersing;200067502;D57;R44
57685;Vahl-lès-Bénestroff;245701206;D57;R44
57686;Vahl-lès-Faulquemont;245700133;D57;R44
57687;Vallerange;200067502;D57;R44
57689;Valmestroff;245701354;D57;R44
57690;Valmont;200067502;D57;R44
57691;Valmunster;200067650;D57;R44
57692;Vannecourt;245701206;D57;R44
57693;Vantoux;200039865;D57;R44
57694;Vany;200039865;D57;R44
57695;Varize-Vaudoncourt;200067650;D57;R44
57696;Varsberg;245701164;D57;R44
57697;Vasperviller;200068146;D57;R44
57698;Vatimont;245700133;D57;R44
57700;Vaudreching;200067486;D57;R44
57701;Vaux;200039865;D57;R44
57702;Vaxy;245701206;D57;R44
57703;Veckersviller;200068146;D57;R44
57704;Veckring;245701354;D57;R44
57705;Velving;200067650;D57;R44
57706;Vergaville;245701206;D57;R44
57707;Vernéville;200039865;D57;R44
57708;Verny;200039907;D57;R44
57709;Vescheim;245700950;D57;R44
57711;Vibersviller;245701206;D57;R44
57712;Vic-sur-Seille;245701206;D57;R44
57713;Vieux-Lixheim;200068146;D57;R44
57714;Haute-Vigneulles;245700133;D57;R44
57715;Vigny;200039907;D57;R44
57716;Vigy;200067957;D57;R44
57717;Viller;200067502;D57;R44
57718;Villers-Stoncourt;200067957;D57;R44
57719;Villers-sur-Nied;245701206;D57;R44
57720;Villing;200067650;D57;R44
57721;Vilsberg;245700950;D57;R44
57723;Virming;245701206;D57;R44
57724;Vitry-sur-Orne;245701271;D57;R44
57725;Vittersbourg;245701206;D57;R44
57726;Vittoncourt;245700133;D57;R44
57727;Viviers;245701206;D57;R44
57728;Voimhaut;245700133;D57;R44
57730;Volmerange-lès-Boulay;200067650;D57;R44
57731;Volmerange-les-Mines;245700695;D57;R44
57732;Volmunster;200069441;D57;R44
57733;Volstroff;245701354;D57;R44
57734;Voyer;200068146;D57;R44
57736;Vry;200067957;D57;R44
57737;Vulmont;200039907;D57;R44
57738;Waldhouse;200069441;D57;R44
57739;Waldweistroff;200067486;D57;R44
57740;Waldwisse;200067486;D57;R44
57741;Walschbronn;200069441;D57;R44
57742;Walscheid;200068146;D57;R44
57743;Waltembourg;245700950;D57;R44
57745;Wiesviller;200070746;D57;R44
57746;Willerwald;200070746;D57;R44
57747;Wintersbourg;245700950;D57;R44
57748;Wittring;200070746;D57;R44
57749;Vœlfling-lès-Bouzonville;200067650;D57;R44
57750;Wœlfling-lès-Sarreguemines;200070746;D57;R44
57751;Woippy;200039865;D57;R44
57752;Woustviller;200070746;D57;R44
57753;Wuisse;245701206;D57;R44
57754;Xanrey;245701206;D57;R44
57755;Xocourt;245701206;D57;R44
57756;Xouaxange;200068146;D57;R44
57757;Yutz;245701362;D57;R44
57759;Zarbeling;245701206;D57;R44
57760;Zetting;200070746;D57;R44
57761;Zilling;245700950;D57;R44
57762;Zimming;245700133;D57;R44
57763;Zommange;245701206;D57;R44
57764;Zoufftgen;245700695;D57;R44
57765;Diesen;200067502;D57;R44
57767;Stuckange;245701354;D57;R44
58001;Achun;200067882;D58;R27
58002;Alligny-Cosne;200067916;D58;R27
58003;Alligny-en-Morvan;200067890;D58;R27
58004;Alluy;200067882;D58;R27
58005;Amazy;200067692;D58;R27
58006;Anlezy;200067908;D58;R27
58007;Annay;200067916;D58;R27
58008;Anthien;200067692;D58;R27
58009;Arbourse;200068088;D58;R27
58010;Arleuf;200067890;D58;R27
58011;Armes;200067429;D58;R27
58012;Arquian;200067130;D58;R27
58013;Arthel;200068088;D58;R27
58014;Arzembouy;200068088;D58;R27
58015;Asnan;200067692;D58;R27
58016;Asnois;200067692;D58;R27
58017;Aunay-en-Bazois;200067882;D58;R27
58018;Authiou;200067692;D58;R27
58019;Avrée;200067882;D58;R27
58020;Avril-sur-Loire;200067700;D58;R27
58021;Azy-le-Vif;245804497;D58;R27
58023;Bazoches;200067890;D58;R27
58024;Bazolles;200067908;D58;R27
58025;Béard;200067700;D58;R27
58026;Beaulieu;200067692;D58;R27
58027;Beaumont-la-Ferrière;200068088;D58;R27
58028;Beaumont-Sardolles;200067908;D58;R27
58029;Beuvron;200067692;D58;R27
58030;Biches;200067882;D58;R27
58031;Billy-Chevannes;200067908;D58;R27
58032;Billy-sur-Oisy;200067429;D58;R27
58033;Bitry;200067130;D58;R27
58034;Blismes;200067890;D58;R27
58035;Bona;200067908;D58;R27
58036;Bouhy;200067130;D58;R27
58037;Brassy;200067890;D58;R27
58038;Breugnon;200067429;D58;R27
58039;Brèves;200067429;D58;R27
58040;Brinay;200067882;D58;R27
58041;Brinon-sur-Beuvron;200067692;D58;R27
58042;Bulcy;200067916;D58;R27
58043;Bussy-la-Pesle;200067692;D58;R27
58044;La Celle-sur-Loire;200067916;D58;R27
58045;La Celle-sur-Nièvre;200068088;D58;R27
58046;Cercy-la-Tour;200067882;D58;R27
58047;Cervon;200067692;D58;R27
58048;Cessy-les-Bois;200067916;D58;R27
58049;Chalaux;200067890;D58;R27
58050;Challement;200067692;D58;R27
58051;Challuy;245804406;D58;R27
58052;Champallement;200067692;D58;R27
58053;Champlemy;200068088;D58;R27
58054;Champlin;200067692;D58;R27
58055;Champvert;200067700;D58;R27
58056;Champvoux;200068088;D58;R27
58057;Chantenay-Saint-Imbert;245804497;D58;R27
58058;La Chapelle-Saint-André;200067429;D58;R27
58059;La Charité-sur-Loire;200068088;D58;R27
58060;Charrin;200067882;D58;R27
58061;Chasnay;200068088;D58;R27
58062;Château-Chinon (Ville);200067890;D58;R27
58063;Château-Chinon (Campagne);200067890;D58;R27
58064;Châteauneuf-Val-de-Bargis;200067916;D58;R27
58065;Châtillon-en-Bazois;200067882;D58;R27
58066;Châtin;200067890;D58;R27
58067;Chaulgnes;200068088;D58;R27
58068;Chaumard;200067890;D58;R27
58069;Chaumot;200067692;D58;R27
58070;Chazeuil;200067692;D58;R27
58071;Chevannes-Changy;200067692;D58;R27
58072;Chevenon;245801063;D58;R27
58073;Chevroches;200067429;D58;R27
58074;Chiddes;200067882;D58;R27
58075;Chitry-les-Mines;200067692;D58;R27
58076;Chougny;200067882;D58;R27
58077;Ciez;200067916;D58;R27
58078;Cizely;200067908;D58;R27
58079;Clamecy;200067429;D58;R27
58080;La Collancelle;200067692;D58;R27
58081;Colméry;200067916;D58;R27
58082;Corancy;200067890;D58;R27
58083;Corbigny;200067692;D58;R27
58084;Corvol-d'Embernard;200067692;D58;R27
58085;Corvol-l'Orgueilleux;200067429;D58;R27
58086;Cosne-Cours-sur-Loire;200067916;D58;R27
58087;Cossaye;200067700;D58;R27
58088;Coulanges-lès-Nevers;245804406;D58;R27
58089;Couloutre;200067916;D58;R27
58090;Courcelles;200067429;D58;R27
58092;Crux-la-Ville;200067908;D58;R27
58093;Cuncy-lès-Varzy;200067429;D58;R27
58094;Dampierre-sous-Bouhy;200067130;D58;R27
58095;Decize;200067700;D58;R27
58096;Devay;200067700;D58;R27
58097;Diennes-Aubigny;200067908;D58;R27
58098;Dirol;200067692;D58;R27
58099;Dommartin;200067890;D58;R27
58101;Dompierre-sur-Nièvre;200068088;D58;R27
58102;Donzy;200067916;D58;R27
58103;Dornecy;200067429;D58;R27
58104;Dornes;200071140;D58;R27
58105;Druy-Parigny;200067700;D58;R27
58106;Dun-les-Places;200067890;D58;R27
58107;Dun-sur-Grandry;200067882;D58;R27
58108;Empury;200067890;D58;R27
58109;Entrains-sur-Nohain;200067429;D58;R27
58110;Epiry;200067692;D58;R27
58111;Fâchin;200067890;D58;R27
58112;La Fermeté;200067700;D58;R27
58113;Fertrève;200067908;D58;R27
58114;Fléty;200067882;D58;R27
58115;Fleury-sur-Loire;200067700;D58;R27
58116;Flez-Cuzy;200067692;D58;R27
58117;Fourchambault;245804406;D58;R27
58118;Fours;200067882;D58;R27
58119;Frasnay-Reugny;200067908;D58;R27
58120;Gâcogne;200067692;D58;R27
58121;Garchizy;245804406;D58;R27
58122;Garchy;200067916;D58;R27
58123;Germenay;200067692;D58;R27
58124;Germigny-sur-Loire;245804406;D58;R27
58125;Gien-sur-Cure;200067890;D58;R27
58126;Gimouille;245804406;D58;R27
58127;Giry;200068088;D58;R27
58128;Glux-en-Glenne;200067890;D58;R27
58129;Gouloux;200067890;D58;R27
58130;Grenois;200067692;D58;R27
58131;Guérigny;200068088;D58;R27
58132;Guipy;200067692;D58;R27
58133;Héry;200067692;D58;R27
58134;Imphy;200067700;D58;R27
58135;Isenay;200067882;D58;R27
58136;Jailly;200067908;D58;R27
58137;Lamenay-sur-Loire;200067700;D58;R27
58138;Langeron;245804497;D58;R27
58139;Lanty;200067882;D58;R27
58140;Larochemillay;200067882;D58;R27
58141;Lavault-de-Frétoy;200067890;D58;R27
58142;Limanton;200067882;D58;R27
58143;Limon;200067908;D58;R27
58144;Livry;245804497;D58;R27
58145;Lormes;200067890;D58;R27
58146;Lucenay-lès-Aix;200067700;D58;R27
58147;Lurcy-le-Bourg;200068088;D58;R27
58148;Luthenay-Uxeloup;245804497;D58;R27
58149;Luzy;200067882;D58;R27
58150;Lys;200067692;D58;R27
58151;La Machine;200067700;D58;R27
58152;Magny-Cours;245801063;D58;R27
58153;Magny-Lormes;200067692;D58;R27
58154;La Maison-Dieu;200067692;D58;R27
58155;La Marche;200068088;D58;R27
58156;Marcy;200067429;D58;R27
58157;Marigny-l'Église;200067890;D58;R27
58158;Mars-sur-Allier;245801063;D58;R27
58159;Marigny-sur-Yonne;200067692;D58;R27
58160;Marzy;245804406;D58;R27
58161;Maux;200067882;D58;R27
58162;Menestreau;200067916;D58;R27
58163;Menou;200067429;D58;R27
58164;Mesves-sur-Loire;200067916;D58;R27
58165;Metz-le-Comte;200067692;D58;R27
58166;Mhère;200067692;D58;R27
58168;Millay;200067882;D58;R27
58169;Moissy-Moulinot;200067692;D58;R27
58170;Monceaux-le-Comte;200067692;D58;R27
58171;Montapas;200067882;D58;R27
58172;Montambert;200067882;D58;R27
58173;Montaron;200067882;D58;R27
58174;Montenoison;200068088;D58;R27
58175;Mont-et-Marré;200067882;D58;R27
58176;Montigny-aux-Amognes;200067908;D58;R27
58177;Montigny-en-Morvan;200067890;D58;R27
58178;Montigny-sur-Canne;200067882;D58;R27
58179;Montreuillon;200067692;D58;R27
58180;Montsauche-les-Settons;200067890;D58;R27
58181;Moraches;200067692;D58;R27
58182;Moulins-Engilbert;200067882;D58;R27
58183;Mouron-sur-Yonne;200067692;D58;R27
58184;Moussy;200068088;D58;R27
58185;Moux-en-Morvan;200067890;D58;R27
58186;Murlin;200068088;D58;R27
58187;Myennes;200067916;D58;R27
58188;Nannay;200068088;D58;R27
58189;Narcy;200068088;D58;R27
58190;Neuffontaines;200067692;D58;R27
58191;Neuilly;200067692;D58;R27
58192;Neuville-lès-Decize;245804497;D58;R27
58193;Neuvy-sur-Loire;200067916;D58;R27
58194;Nevers;245804406;D58;R27
58195;La Nocle-Maulaix;200067882;D58;R27
58196;Nolay;200067908;D58;R27
58197;Nuars;200067692;D58;R27
58198;Oisy;200067429;D58;R27
58199;Onlay;200067890;D58;R27
58200;Ouagne;200067429;D58;R27
58201;Oudan;200067429;D58;R27
58202;Ougny;200067882;D58;R27
58203;Oulon;200068088;D58;R27
58204;Vaux d'Amognes;200067908;D58;R27
58205;Ouroux-en-Morvan;200067890;D58;R27
58206;Parigny-la-Rose;200067429;D58;R27
58207;Parigny-les-Vaux;245804406;D58;R27
58208;Pazy;200067692;D58;R27
58209;Perroy;200067916;D58;R27
58210;Planchez;200067890;D58;R27
58211;Poil;200067882;D58;R27
58212;Poiseux;200068088;D58;R27
58213;Pougny;200067916;D58;R27
58214;Pougues-les-Eaux;245804406;D58;R27
58215;Pouilly-sur-Loire;200067916;D58;R27
58216;Pouques-Lormes;200067692;D58;R27
58217;Pousseaux;200067429;D58;R27
58218;Prémery;200068088;D58;R27
58219;Préporché;200067882;D58;R27
58220;Raveau;200068088;D58;R27
58221;Rémilly;200067882;D58;R27
58222;Rix;200067429;D58;R27
58223;Rouy;200067908;D58;R27
58224;Ruages;200067692;D58;R27
58225;Saincaize-Meauce;245804406;D58;R27
58226;Saint-Agnan;200067890;D58;R27
58227;Saint-Amand-en-Puisaye;200067130;D58;R27
58228;Saint-Andelain;200067916;D58;R27
58229;Saint-André-en-Morvan;200067890;D58;R27
58230;Saint-Aubin-des-Chaumes;200067692;D58;R27
58231;Saint-Aubin-les-Forges;200068088;D58;R27
58232;Saint-Benin-d'Azy;200067908;D58;R27
58233;Saint-Benin-des-Bois;200067908;D58;R27
58234;Saint-Bonnot;200068088;D58;R27
58235;Saint-Brisson;200067890;D58;R27
58236;Sainte-Colombe-des-Bois;200067916;D58;R27
58237;Saint-Didier;200067692;D58;R27
58238;Saint-Éloi;245804406;D58;R27
58239;Saint-Firmin;200067908;D58;R27
58240;Saint-Franchy;200067908;D58;R27
58241;Saint-Germain-Chassenay;200067700;D58;R27
58242;Saint-Germain-des-Bois;200067692;D58;R27
58243;Saint-Gratien-Savigny;200067882;D58;R27
58244;Saint-Hilaire-en-Morvan;200067890;D58;R27
58245;Saint-Hilaire-Fontaine;200067882;D58;R27
58246;Saint-Honoré-les-Bains;200067882;D58;R27
58247;Saint-Jean-aux-Amognes;200067908;D58;R27
58248;Saint-Laurent-l'Abbaye;200067916;D58;R27
58249;Saint-Léger-de-Fougeret;200067890;D58;R27
58250;Saint-Léger-des-Vignes;200067700;D58;R27
58251;Saint-Loup-des-Bois;200067916;D58;R27
58252;Saint-Malo-en-Donziois;200067916;D58;R27
58253;Sainte-Marie;200067908;D58;R27
58254;Saint-Martin-d'Heuille;200068088;D58;R27
58255;Saint-Martin-du-Puy;200067890;D58;R27
58256;Saint-Martin-sur-Nohain;200067916;D58;R27
58257;Saint-Maurice;200067908;D58;R27
58258;Saint-Ouen-sur-Loire;200067700;D58;R27
58259;Saint-Parize-en-Viry;200071140;D58;R27
58260;Saint-Parize-le-Châtel;245801063;D58;R27
58261;Saint-Père;200067916;D58;R27
58262;Saint-Péreuse;200067890;D58;R27
58263;Saint-Pierre-du-Mont;200067429;D58;R27
58264;Saint-Pierre-le-Moûtier;245804497;D58;R27
58265;Saint-Quentin-sur-Nohain;200067916;D58;R27
58266;Saint-Révérien;200067692;D58;R27
58267;Saint-Saulge;200067908;D58;R27
58268;Saint-Seine;200067882;D58;R27
58269;Saint-Sulpice;200067908;D58;R27
58270;Saint-Vérain;200067130;D58;R27
58271;Saizy;200067692;D58;R27
58272;Sardy-lès-Épiry;200067692;D58;R27
58273;Sauvigny-les-Bois;245801063;D58;R27
58274;Savigny-Poil-Fol;200067882;D58;R27
58275;Saxi-Bourdon;200067908;D58;R27
58276;Sémelay;200067882;D58;R27
58277;Sermages;200067882;D58;R27
58278;Sermoise-sur-Loire;245804406;D58;R27
58279;Sichamps;200068088;D58;R27
58280;Sougy-sur-Loire;200067700;D58;R27
58281;Suilly-la-Tour;200067916;D58;R27
58282;Surgy;200067429;D58;R27
58283;Taconnay;200067692;D58;R27
58284;Talon;200067692;D58;R27
58285;Tamnay-en-Bazois;200067882;D58;R27
58286;Tannay;200067692;D58;R27
58287;Tazilly;200067882;D58;R27
58288;Teigny;200067692;D58;R27
58289;Ternant;200067882;D58;R27
58290;Thaix;200067882;D58;R27
58291;Thianges;200067700;D58;R27
58292;Tintury;200067882;D58;R27
58293;Toury-Lurcy;200067700;D58;R27
58294;Toury-sur-Jour;245804497;D58;R27
58295;Tracy-sur-Loire;200067916;D58;R27
58296;Tresnay;245804497;D58;R27
58297;Trois-Vèvres;200067908;D58;R27
58298;Tronsanges;200068088;D58;R27
58299;Trucy-l'Orgueilleux;200067429;D58;R27
58300;Urzy;200068088;D58;R27
58301;Vandenesse;200067882;D58;R27
58302;Varennes-lès-Narcy;200068088;D58;R27
58303;Varennes-Vauzelles;245804406;D58;R27
58304;Varzy;200067429;D58;R27
58305;Vauclaix;200067692;D58;R27
58306;Verneuil;200067700;D58;R27
58307;Vielmanay;200067916;D58;R27
58308;Vignol;200067692;D58;R27
58309;Villapourçon;200067882;D58;R27
58310;Villiers-le-Sec;200067429;D58;R27
58311;Ville-Langy;200067908;D58;R27
58312;Villiers-sur-Yonne;200067429;D58;R27
58313;Vitry-Laché;200067692;D58;R27
59001;Abancourt;200068500;D59;R32
59002;Abscon;200042190;D59;R32
59003;Aibes;200043396;D59;R32
59004;Aix-en-Pévèle;200041960;D59;R32
59005;Allennes-les-Marais;200093201;D59;R32
59006;L'Orée de Mormal;200043321;D59;R32
59007;Anhiers;200044618;D59;R32
59008;Aniche;245901152;D59;R32
59009;Villeneuve-d'Ascq;200093201;D59;R32
59010;Anneux;200068500;D59;R32
59011;Annœullin;200093201;D59;R32
59012;Anor;200043404;D59;R32
59013;Anstaing;200093201;D59;R32
59014;Anzin;245901160;D59;R32
59015;Arleux;200044618;D59;R32
59016;Armbouts-Cappel;245900428;D59;R32
59017;Armentières;200093201;D59;R32
59018;Arnèke;200040947;D59;R32
59019;Artres;245901160;D59;R32
59021;Assevent;200043396;D59;R32
59022;Attiches;200041960;D59;R32
59023;Aubencheul-au-Bac;200068500;D59;R32
